event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
AFG65728,"05 January 2023",2023,1,"Political violence",Battles,"Armed clash","Military Forces of Afghanistan (2021-)",,"State forces","Military Forces of Pakistan (2022-)",,"External/Other forces","State forces-External/Other forces",,4,"Caucasus and Central Asia",Afghanistan,Nangarhar,"Muhmand Dara",,Torkham,34.1293,71.084,1,"Afghan Islamic Press News Agency; Hasht-e Subh; Pajhwok Afghan News",National,"On 5 January 2023, one Taliban member was killed and one was wounded while one Pakistani border member was wounded in the Torkham border crossing of Muhmand Dara district, Nangarhar. Sources gave conflicting reports as some said Taliban and Pakistani forces clashed, while others said it was a mistaken firing by a Taliban member on another Taliban member.",1,,1714518343
AFG65729,"05 January 2023",2023,1,"Political violence",Battles,"Armed clash","Police Forces of Afghanistan (2021-) General Directorate of Intelligence",,"State forces","Islamic State Khorasan Province (ISKP)",,"Rebel group","State forces-Rebel group",,4,"Caucasus and Central Asia",Afghanistan,Nangarhar,Darah-e-Noor,,Darah-e-Noor,34.7028,70.6019,2,"Afghan Islamic Press News Agency",National,"On 5 January 2023, three IS members including a senior IS member were killed by the Taliban intelligence in the Shemal village of Darah-e-Noor district, Nangarhar.",3,,1730228608
AFG65761,"04 January 2023",2023,2,"Political violence","Violence against civilians",Attack,"Military Forces of Afghanistan (2021-)",,"State forces","Civilians (Afghanistan)","Former Police Forces of Afghanistan (2021-)",Civilians,"State forces-Civilians","Civilian targeting",4,"Caucasus and Central Asia",Afghanistan,Baghlan,Baghlan-e-Jadeed,,Baghlan-e-Jadeed,36.1201,68.6819,2,"Hasht-e Subh; National Resistance Front of Afghanistan; Twitter","Other-New media","Around 4 January 2023 (as reported), the Taliban hanged a former police officer in the Chawk-e Shahr area of Baghlan-e-Jadeed, Baghlan, after torturing him due to his previous work at a checkpoint where a Taliban member was killed during a clash. Claims included that his house owner killed him while he was stealing, then the Taliban hanged his body in public.",1,,1673364469
AFG65787,"04 January 2023",2023,2,"Strategic developments","Strategic developments",Other,"Military Forces of Afghanistan (2021-)",,"State forces","Civilians (Afghanistan)",,Civilians,"State forces-Civilians",,4,"Caucasus and Central Asia",Afghanistan,Nangarhar,Jalalabad,,Jalalabad,34.4265,70.4515,3,"Bokhdi News",National,"Mass grave: Around 4 January 2023 (as reported), a mass grave was discovered in Nangarhar [coded to Jalalabad] province. Locals and a human rights organization claimed that the Taliban is guarding the grave, and municipal workers are burying the bodies, that are delivered every few days. No further information.",0,,1673364469
AFG65732,"04 January 2023",2023,1,"Strategic developments","Strategic developments",Arrests,"Military Forces of Afghanistan (2021-)",,"State forces","National Resistance Front",,"Rebel group","State forces-Rebel group",,4,"Caucasus and Central Asia",Afghanistan,Takhar,Taluqan,,Taluqan,36.7341,69.5336,2,"Etilaat e Roz",National,"On 4 January 2023, the Taliban arrested 39 NRF members, including one of their commanders, from Warsaj, chahab, Farkhar, and limits of Taluqan city, Takhar. No statement about the clashes, members likely to be detained separately in one day.",0,,1712695308
AFG65733,"04 January 2023",2023,2,"Strategic developments","Strategic developments",Arrests,"Police Forces of Afghanistan (2021-) General Directorate of Intelligence",,"State forces","Military Forces of Afghanistan (2021-)",,"State forces","State forces-State forces",,4,"Caucasus and Central Asia",Afghanistan,Kabul,Kabul,,Kabul,34.5167,69.1833,3,"Hasht-e Subh; Twitter","New media-National","Around 4 January 2023 (as reported), General Mubin, a well-known Taliban commander and media activist, was arrested by the Taliban's GDI forces in Kabul province. The reason for his detention is unknown, but according to some sources, he has exposed a Taliban kidnapping network and has spoken against Pakistan on his Twitter page. He was released after four days of detention.",0,,1722291484
AFG65748,"04 January 2023",2023,2,"Political violence","Violence against civilians",Attack,"Military Forces of Afghanistan (2021-)",,"State forces","Civilians (Afghanistan)","Former Military Forces of Afghanistan (2021-); Hazara Ethnic Group (Afghanistan); Prisoners (Afghanistan)",Civilians,"State forces-Civilians","Civilian targeting",4,"Caucasus and Central Asia",Afghanistan,Kabul,Kabul,,Kabul,34.5167,69.1833,1,"Bokhdi News; Etilaat e Roz; Hasht-e Subh",National,"Around 4 January 2023, a former military general from Hazara ethnic group was killed by the Taliban by torture under detention in Kabul city. He was arrested on 27 October 2022 at his home by Taliban in the PD10 area.",1,,1722291484
AFG65719,"04 January 2023",2023,1,"Political violence",Battles,"Armed clash","Military Forces of Afghanistan (2021-)",,"State forces","Islamic State Khorasan Province (ISKP)",,"Rebel group","State forces-Rebel group",,4,"Caucasus and Central Asia",Afghanistan,Kabul,Kabul,,Kabul,34.5167,69.1833,1,"Afghan Islamic Press News Agency; Etilaat e Roz; Hasht-e Subh; Pajhwok Afghan News; Shafaqna; TOLO News",National,"On 4 January 2023, Taliban forces carried out operations on IS hideouts in the Qalacha and Shuhada Saliheen areas of Kabul city. Taliban spokesperson said that seven IS militants were killed, and seven were arrested during their operations.",7,,1730228608
AFG65721,"04 January 2023",2023,1,"Political violence",Battles,"Armed clash","Military Forces of Afghanistan (2021-)",,"State forces","Islamic State Khorasan Province (ISKP)",,"Rebel group","State forces-Rebel group",,4,"Caucasus and Central Asia",Afghanistan,Nimruz,Zaranj,,Zaranj,30.9667,61.8833,3,"Hasht-e Subh; Pajhwok Afghan News",National,"On 4 January 2023, Taliban forces killed one IS militant and arrested two others, including two women in Nimruz [coded to Zaranj] province.",1,,1730228608
AFG68905,"04 January 2023",2023,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Military Forces of Afghanistan (2021-)",,"State forces","Civilians (Afghanistan)","Unidentified Tribal Group (Afghanistan)",Civilians,"State forces-Civilians","Civilian targeting",4,"Caucasus and Central Asia",Afghanistan,Baghlan,Andarab,,Andarab,35.6335,69.2602,2,"Undisclosed Source","Local partner-Other","On 4 January 2023, one tribal elder was arrested by Taliban in the Qassan area of Andarab district, Baghlan. His whereabouts remained unknown.",0,,1738102141
AFG65823,"04 January 2023",2023,1,"Strategic developments","Strategic developments",Other,"Unidentified Armed Group (Afghanistan)",,"Political militia","Civilians (Afghanistan)",,Civilians,"Political militia-Civilians",,4,"Caucasus and Central Asia",Afghanistan,Kandahar,Kandahar,,Kandahar,31.6133,65.7101,2,"Afghan Islamic Press News Agency; Etilaat e Roz",National,"Explosive remnants of war: On 4 January 2023, one child was killed and another was wounded when an unexploded ordnance went off in the Pirmir Fort/Peer Mir Kala area of Kandahar (Dand) district. It's unclear who had planted the bomb.",1,,1739304989
AFG65781,"03 January 2023",2023,2,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Afghanistan (2021-)",,"State forces","Civilians (Afghanistan)",,Civilians,"State forces-Civilians",,4,"Caucasus and Central Asia",Afghanistan,"Sar-e Pol",Sar-e-Pul,,Sar-e-Pul,36.2154,65.9325,3,"Hasht-e Subh",National,"Land seizure: Around 3 January 2023 (as reported), the Taliban's Mandated Commission distributed more than 60-80 acres of lands belonging to the natives and residents of Sar-e-Pul, to the tribes from Maidan Wardak. It is claimed that the Prime Minister threatened the residents to hand over their lands and would be punished if they protested.",0,,1673364469
AFG65832,"03 January 2023",2023,1,"Strategic developments","Strategic developments",Arrests,"Military Forces of Afghanistan (2021-)",,"State forces","National Resistance Front","Afghanistan Freedom Front","Rebel group","State forces-Rebel group",,4,"Caucasus and Central Asia",Afghanistan,Baghlan,Baghlan-e-Jadeed,,Baghlan-e-Jadeed,36.1201,68.6819,2,"Etilaat e Roz; Hasht-e Subh",National,"On 3 January 2023, the Taliban arrested 10-13 NRF and AFF members in Baghlan-e-Jadeed district, Baghlan. A source claimed that a Taliban commander tricked them into helping to cross the border to Tajikistan but later turned them to the Taliban. Another source reported that the arrest was made between Khost Wa Firing and Khwaja Hejran districts.",0,,1673977341
AFG65730,"03 January 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Afghanistan)",,"Political militia","Military Forces of Afghanistan (2021-)","Tajik Ethnic Group (Afghanistan)","State forces","State forces-Political militia",,4,"Caucasus and Central Asia",Afghanistan,Badakhshan,Baharak,,Baharak,37.0025,70.9066,2,"Aamaj News; Hasht-e Subh; Twitter","New media-National","On 3 January 2023, one Tajik Taliban commander was killed by unknown gunmen in Baharak district, Badakhshan. He disappeared on 2 January in the Kawk village of the district and killed on 3 January.",1,,1713900241
AFG65782,"03 January 2023",2023,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Afghanistan)",,"Political militia","Civilians (Afghanistan)",,Civilians,"Political militia-Civilians",,4,"Caucasus and Central Asia",Afghanistan,Urozgan,"Khas Urozgan",,"Chahar Asyab",32.9356,66.6094,1,"Afghan Islamic Press News Agency; Etilaat e Roz; Hasht-e Subh",National,"Property destruction: On 3 January 2023, unknown men torched ten schools in Kotzi, Shekha, Nokroz, and Chahar Asyab areas of Khas Urozgan district, Urozgan. These schools were built by the Children in Crises (CIC) NGO, and around 200 girls and boys were studying in these schools.",0,,1722291484
AFG69125,"03 January 2023",2023,2,"Political violence","Violence against civilians","Abduction/forced disappearance","Military Forces of Afghanistan (2021-)",,"State forces","Civilians (Afghanistan)",,Civilians,"State forces-Civilians","Civilian targeting",4,"Caucasus and Central Asia",Afghanistan,Wardak,"Maidan Shahr",,"Maidan Shahr",34.3956,68.8662,1,"Undisclosed Source","Local partner-Other","Around 3 January 2023, Taliban arrested one civilian from Maidan Shahr City, Wardak, who was a resident of Panjshir province. His son said that even after a year, his whereabouts remained unknown.",0,,1738102143
AFG65738,"02 January 2023",2023,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Afghanistan)",,"Political militia","Civilians (Afghanistan)","Health Workers (Afghanistan)",Civilians,"Political militia-Civilians","Civilian targeting",4,"Caucasus and Central Asia",Afghanistan,Urozgan,Tirinkot,,Tirinkot,32.6268,65.8733,1,"Afghan Islamic Press News Agency; Hasht-e Subh; Twitter; Zawia News","New media-National","On 2 January 2023, unknown gunmen shot dead a doctor inside his clinic in Tirinkot city, Urozgan. The police spokesperson claimed that the doctor had a land dispute and, based on the preliminary information, his rivals killed him.",1,,1673364469
AFG65717,"02 January 2023",2023,1,"Political violence",Battles,"Armed clash","Military Forces of Afghanistan (2021-)",,"State forces","Unidentified Armed Group (Afghanistan)",,"Political militia","State forces-Political militia",,4,"Caucasus and Central Asia",Afghanistan,Kabul,Kabul,,Taimani,34.5487,69.1564,1,"Hasht-e Subh; Pajhwok Afghan News; Twitter; Xinhua; Zawia News","New media-Subnational","On 2 January 2023, Taliban forces clashed with a group of kidnappers, killing 4 of them, as they were kidnapping a trader in the Taimani area of Kabul city. Kidnappers' ID cards were circulated on social media, indicating they were Taliban members, one being from intelligence department. Unclear how IDs were recovered. Taliban did not confirm the authenticity of the ID cards, stating they would be investigated.",4,,1680633867
AFG65774,"02 January 2023",2023,2,"Strategic developments","Strategic developments","Change to group/activity","Military Forces of Afghanistan (2021-)",,"State forces",,,,"State forces only",,4,"Caucasus and Central Asia",Afghanistan,Kandahar,"Spin Boldak",,"Spin Boldak",30.9883,66.411,2,Twitter,"New media","Movement of forces: Around 2 January 2023 (as reported), the Taliban deployed hundreds of their forces and dispatched several armored vehicles with heavy weapons along the Pakistan border in Spin Boldak district, Kandahar.",0,,1715128063
AFG65795,"02 January 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Afghanistan)","Former Military Forces of Afghanistan (2021-); Labor Group (Afghanistan)",Protesters,,,,"Protesters only",,4,"Caucasus and Central Asia",Afghanistan,Kabul,Kabul,,Kabul,34.5167,69.1833,3,"Afghanistan Times; Hasht-e Subh; TOLO News",National,"On 2 January 2023, dozens of retired people from the military and civil servants of previous governments protested in Kabul province, complaining that they had not received their pensions over the past 16 months.",0,"crowd size=dozens",1727819478
